yyyy,PerNo,最新離職預測,sex,工作分類,職等,廠區代碼,管理層級,工作資歷1,工作資歷2,工作資歷3,工作資歷4,工作資歷5,專案時數,專案總數,當前專案角色,特殊專案佔比,工作地點,訓練時數A,訓練時數B,訓練時數C,生產總額,榮譽數,是否升遷,升遷速度,近三月請假數A,近一年請假數A,近三月請假數B,近一年請假數B,出差數A,出差數B,出差集中度,年度績效等級A,年度績效等級B,年度績效等級C,年齡層級,婚姻狀況,年資層級A,年資層級B,年資層級C,任職前工作平均年數,最高學歷,畢業學校類別,畢業科系類別,眷屬量,通勤成本,歸屬部門
2018,5295,0,0.0,2.0,7.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,2.0,0.0,3.0,5.0,3.0,5.0,5.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,9.0,1.0,8.0,14040.0
2018,5297,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,5.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,8.0,0.0,8.0,14053.0
2018,5300,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,5.0,5.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,9.0,8145.0
2018,5303,0,0.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,5.0,10.0,1.0,5.0,5.0,0.0,0.0,2.0,3.0,8.0,3.0,8.0,8162.0
2018,5306,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,2.0,1.0,3.0,1.0,7.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,1.0,8.0,11051.0
2018,5307,0,1.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,10.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,2.0,0.0,2.0,10.0,7.0,2.0,5.0,1.0,3.0,3.0,0.0,0.0,2.0,0.0,5.0,1.0,8.0,20019.0
2018,5309,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,0.0,6.0,0.0,0.0,1.0,6.0,0.0,0.0,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,12.0,1.0,6.0,4.0,4.0,2.0,2.0,0.0,6.0,1.0,8.0,19036.0
2018,5310,0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,7.0,0.0,5.0,10.0,7.0,5.0,6.0,1.0,3.0,1.0,3.0,2.0,2.0,0.0,6.0,2.0,9.0,11182.0
2018,5311,0,1.0,1.0,4.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,8.0,0.0,0.0,1.0,0.0,1.0,2.0,9.0,4.0,10.0,1.0,5.0,2.0,6.0,2.0,2.0,0.0,6.0,2.0,10.0,11182.0
2018,5313,0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,9.0,2.0,5.0,5.0,1.0,1.0,0.0,3.0,6.0,0.0,9.0,16001.0
2018,5314,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,6.0,5.0,7.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,8.0,1.0,10.0,8157.0
2018,5315,0,0.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,2.0,8.0,1.0,5.0,5.0,1.0,1.0,0.0,3.0,5.0,2.0,8.0,20208.0
2018,5320,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,5.0,12.0,1.0,6.0,6.0,1.0,1.0,2.0,4.0,8.0,0.0,9.0,8012.0
2018,5325,1,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,10.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,5.0,0.0,8.0,13049.0
2018,5326,0,1.0,1.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,2.0,0.0,3.0,6.0,1.0,5.0,9.0,1.0,4.0,2.0,4.0,1.0,0.0,1.0,6.0,1.0,9.0,12113.0
2018,5327,0,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,0.0,6.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0,5.0,6.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,8.0,0.0,8.0,14160.0
2018,5330,1,1.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,10.0,2.0,2.0,8.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,7.0,0.0,8.0,14077.0
2018,5333,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,1.0,0.0,5.0,2.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,4.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,4.0,8.0,3.0,9.0,8194.0
2018,5334,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,11.0,1.0,6.0,6.0,0.0,0.0,2.0,4.0,8.0,1.0,9.0,2177.0
2018,5335,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,2.0,6.0,2.0,0.0,1.0,5.0,0.0,0.0,6.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,11.0,1.0,7.0,6.0,2.0,1.0,3.0,3.0,8.0,3.0,8.0,8074.0
2018,5336,1,1.0,1.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,6.0,0.0,0.0,1.0,0.0,2.0,1.0,8.0,4.0,7.0,1.0,3.0,1.0,4.0,0.0,0.0,3.0,2.0,2.0,8.0,8157.0
2018,5337,0,1.0,1.0,3.0,19.0,6.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,1.0,1.0,6.0,0.0,2.0,2.0,9.0,9.0,0.0,2.0,2.0,7.0,0.0,0.0,2.0,1.0,2.0,6.0,1.0,4.0,5.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,6.0,1.0,8.0,19166.0
2018,5338,0,0.0,1.0,4.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,8.0,1.0,5.0,3.0,4.0,2.0,2.0,0.0,2.0,2.0,8.0,2180.0
2018,5339,0,1.0,1.0,7.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,2.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,2.0,5.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,6.0,0.0,8.0,16086.0
2018,5341,0,1.0,1.0,2.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,5.0,2.0,6.0,0.0,0.0,1.0,5.0,6.0,0.0,3.0,2.0,4.0,0.0,0.0,4.0,0.0,2.0,3.0,1.0,4.0,12.0,1.0,6.0,3.0,6.0,2.0,0.0,0.0,3.0,2.0,8.0,19166.0
2018,5342,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,0.0,6.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,8.0,11.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,1.0,8.0,20208.0
2018,5343,1,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,4.0,1.0,0.0,1.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,4.0,6.0,0.0,8.0,19135.0
2018,5345,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,11.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,2.0,1.0,1.0,1.0,7.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,7.0,0.0,6.0,14021.0
2018,5346,0,0.0,1.0,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,2.0,1.0,2.0,5.0,9.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.0,8.0,14021.0
2018,5348,0,1.0,1.0,3.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,7.0,0.0,0.0,1.0,0.0,0.0,7.0,7.0,5.0,9.0,1.0,5.0,2.0,4.0,2.0,2.0,0.0,5.0,2.0,8.0,20071.0
2018,5350,0,1.0,1.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,15.0,6.0,3.0,0.0,1.0,6.0,0.0,0.0,2.0,3.0,6.0,0.0,0.0,4.0,2.0,5.0,6.0,1.0,4.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,2.0,9.0,8074.0
2018,5352,0,1.0,1.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,3.0,0.0,2.0,6.0,5.0,4.0,7.0,1.0,3.0,1.0,3.0,2.0,0.0,0.0,6.0,3.0,8.0,5103.0
2018,5355,0,0.0,2.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,3.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,10.0,4.0,2.0,10.0,1.0,6.0,5.0,2.0,1.0,0.0,3.0,9.0,3.0,8.0,14105.0
2018,5358,0,0.0,2.0,4.0,20.0,1.0,0.0,0.0,0.0,1.0,0.0,23.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,12.0,1.0,7.0,7.0,1.0,1.0,2.0,4.0,9.0,1.0,8.0,20019.0
2018,5365,0,1.0,1.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,4.0,1.0,4.0,3.0,1.0,4.0,7.0,1.0,3.0,3.0,0.0,0.0,0.0,4.0,7.0,0.0,8.0,14067.0
2018,5367,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,1.0,3.0,6.0,4.0,2.0,1.0,4.0,0.0,0.0,2.0,4.0,7.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,3.0,2.0,8.0,8142.0
2018,5368,0,1.0,1.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0,3.0,5.0,1.0,6.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,0.0,0.0,2.0,0.0,2.0,10.0,10.0,2.0,6.0,1.0,3.0,3.0,0.0,0.0,2.0,4.0,3.0,0.0,8.0,13151.0
2018,5373,0,0.0,2.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,43.0,1.0,0.0,8.0,5.0,9.0,0.0,0.0,1.0,0.0,2.0,5.0,7.0,2.0,12.0,1.0,7.0,6.0,2.0,1.0,0.0,4.0,9.0,2.0,8.0,13168.0
2018,5374,0,0.0,1.0,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,3.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,2.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,11.0,1.0,6.0,4.0,4.0,1.0,0.0,3.0,5.0,2.0,8.0,4010.0
2018,5377,0,1.0,1.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,6.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,6.0,0.0,0.0,5.0,0.0,3.0,1.0,8.0,2.0,9.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,9.0,1.0,8.0,12046.0
2018,5379,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,15.0,11.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,3.0,7.0,0.0,0.0,1.0,0.0,2.0,10.0,8.0,2.0,9.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,7.0,1.0,10.0,8142.0
2018,5380,0,1.0,1.0,4.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,2.0,5.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,5.0,1.0,7.0,1.0,9.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,8.0,1.0,8.0,16001.0
2018,5382,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,2.0,5.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,8.0,0.0,9.0,8012.0
2018,5384,0,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,1.0,6.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,2.0,9.0,1.0,5.0,5.0,2.0,1.0,0.0,3.0,6.0,2.0,8.0,19135.0
2018,5386,0,0.0,2.0,3.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,4.0,2.0,11.0,2.0,5.0,4.0,2.0,1.0,0.0,1.0,2.0,1.0,8.0,12083.0
2018,5387,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,4.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,9.0,0.0,0.0,4.0,1.0,7.0,1.0,7.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,7.0,1.0,8.0,14195.0
2018,5389,0,0.0,1.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,5.0,1.0,5.0,1.0,0.0,3.0,17.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,3.0,0.0,1.0,2.0,8.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,0.0,9.0,16178.0
2018,5390,0,1.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,5.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,4.0,11.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,7.0,2.0,6.0,16070.0
2018,5392,0,1.0,1.0,7.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,3.0,1.0,4.0,10.0,7.0,5.0,4.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,3.0,2.0,9.0,11182.0
2018,5393,0,0.0,1.0,4.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,1.0,1.0,6.0,0.0,0.0,2.0,4.0,0.0,0.0,2.0,5.0,7.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,5.0,5.0,1.0,3.0,3.0,0.0,1.0,2.0,4.0,9.0,0.0,14.0,12072.0
2018,5394,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,22.0,2.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,6.0,0.0,0.0,3.0,0.0,7.0,10.0,1.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,8.0,1.0,8.0,13191.0
2018,5395,0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,10.0,9.0,5.0,7.0,1.0,3.0,3.0,1.0,1.0,2.0,0.0,8.0,2.0,8.0,2098.0
2018,5397,0,0.0,1.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,1.0,0.0,5.0,0.0,2.0,3.0,7.0,0.0,0.0,3.0,5.0,6.0,0.0,0.0,1.0,1.0,1.0,6.0,7.0,4.0,8.0,1.0,3.0,2.0,2.0,1.0,0.0,5.0,2.0,2.0,9.0,2177.0
2018,5402,1,1.0,1.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.0,2.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,3.0,6.0,0.0,8.0,19099.0
2018,5404,0,1.0,1.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,24.0,2.0,1.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,5.0,12.0,1.0,6.0,5.0,1.0,1.0,0.0,4.0,9.0,1.0,8.0,14195.0
2018,5405,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,2.0,1.0,2.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,5.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,3.0,0.0,0.0,0.0,4.0,3.0,1.0,8.0,2169.0
2018,5407,0,1.0,1.0,7.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,15.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,7.0,1.0,5.0,5.0,0.0,0.0,0.0,3.0,6.0,1.0,8.0,13084.0
2018,5408,0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,4.0,5.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,5.0,5.0,11.0,1.0,5.0,5.0,0.0,0.0,2.0,5.0,6.0,1.0,8.0,4010.0
2018,5409,0,1.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,1.0,6.0,0.0,0.0,1.0,13.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,1.0,0.0,10.0,5.0,5.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,8.0,2.0,8.0,8157.0
2018,5410,0,0.0,1.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,7.0,2.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,5.0,7.0,1.0,3.0,1.0,4.0,2.0,2.0,1.0,8.0,1.0,8.0,2128.0
2018,5413,0,1.0,1.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,2.0,11.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,5.0,6.0,2.0,3.0,3.0,1.0,0.0,2.0,4.0,1.0,0.0,8.0,9132.0
2018,5416,0,1.0,1.0,4.0,8.0,1.0,0.0,0.0,0.0,1.0,1.0,24.0,2.0,1.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,4.0,7.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,8.0,0.0,8.0,8145.0
2018,5419,0,1.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,24.0,2.0,1.0,6.0,6.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,2.0,1.0,5.0,5.0,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,14077.0
2018,5420,0,0.0,1.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,3.0,8.0,9.0,0.0,0.0,1.0,0.0,1.0,10.0,10.0,2.0,6.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,7.0,1.0,8.0,2169.0
2018,5423,0,0.0,1.0,7.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,7.0,1.0,3.0,2.0,3.0,1.0,2.0,3.0,9.0,1.0,8.0,20069.0
2018,5425,0,0.0,1.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,3.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,2.0,7.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,8.0,3.0,9.0,14077.0
2018,5431,0,1.0,1.0,3.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,1.0,2.0,6.0,1.0,4.0,2.0,19.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,4.0,1.0,3.0,7.0,1.0,4.0,9.0,1.0,4.0,3.0,2.0,1.0,0.0,4.0,8.0,0.0,8.0,13168.0
2018,5432,0,1.0,1.0,3.0,8.0,6.0,0.0,0.0,0.0,0.0,1.0,22.0,2.0,1.0,1.0,6.0,2.0,3.0,1.0,9.0,0.0,0.0,1.0,4.0,11.0,0.0,0.0,2.0,1.0,2.0,2.0,10.0,4.0,7.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8038.0
2018,5441,0,0.0,1.0,7.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,1.0,5.0,1.0,6.0,0.0,0.0,2.0,4.0,2.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,2.0,8.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,9.0,1.0,8.0,19035.0
2018,5442,0,0.0,1.0,4.0,19.0,1.0,1.0,0.0,0.0,1.0,0.0,23.0,2.0,5.0,0.0,6.0,1.0,0.0,1.0,3.0,4.0,1.0,1.0,5.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,5.0,6.0,1.0,3.0,2.0,2.0,0.0,2.0,3.0,6.0,2.0,8.0,19043.0
2018,5443,0,1.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,5.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,2.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,5.0,0.0,12.0,18025.0
2018,5444,0,1.0,1.0,4.0,20.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,2.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,4.0,4.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,6.0,0.0,8.0,20069.0
2018,5447,0,0.0,1.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,3.0,5.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,5.0,4.0,2.0,9.0,1.0,5.0,5.0,0.0,1.0,3.0,0.0,9.0,2.0,8.0,8181.0
2018,5448,0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,1.0,5.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,10.0,4.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,9.0,2029.0
